user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,form_error,region,device,age,digital_literacy
A001282,treatment,1,0.604,123.0,0,0,Makkah,android,64,0.681
A001283,treatment,0,0.395,163.0,0,0,Najran,web,53,0.468
A001284,control,1,0.854,106.0,0,0,Makkah,android,31,0.739
A001285,control,1,0.724,140.0,0,0,Najran,android,64,0.612
A001286,control,0,0.569,210.0,0,0,Jazan,android,23,0.639
A001287,treatment,1,0.245,101.0,0,0,Jazan,ios,58,0.202
A001288,control,0,0.544,183.0,0,1,Riyadh,android,32,0.545
A001289,treatment,1,0.727,135.0,0,0,Qassim,android,25,0.704
A001290,treatment,0,0.266,110.0,0,0,Al Jawf,ios,48,0.212
A001291,treatment,0,0.513,135.0,0,0,Northern Borders,ios,55,0.546
A001292,control,0,0.726,103.0,0,0,Eastern,android,41,0.783
A001293,treatment,0,0.578,94.0,0,0,Eastern,ios,37,0.761
A001294,control,1,0.561,128.0,0,0,Riyadh,android,68,0.476
A001295,control,1,0.488,228.0,0,0,Jazan,ios,40,0.297
A001296,treatment,1,0.711,74.0,0,1,Jazan,android,65,0.674
A001297,treatment,0,0.305,179.0,1,0,Najran,ios,32,0.431
A001298,control,1,0.593,103.0,0,0,Hail,android,42,0.675
A001299,treatment,1,0.439,109.0,0,0,Qassim,android,44,0.322
A001300,control,1,0.445,129.0,0,0,Jazan,android,33,0.441
A001301,treatment,0,0.589,147.0,0,0,Tabuk,android,29,0.617
A001302,control,0,0.48,111.0,0,0,Najran,ios,32,0.48
A001303,control,0,0.38,96.0,0,0,Al Jawf,android,48,0.338
A001304,treatment,0,0.552,126.0,0,0,Madinah,web,19,0.478
A001305,control,0,0.71,137.0,0,0,Tabuk,web,45,0.651
A001306,control,0,0.554,279.0,0,0,Madinah,android,62,0.604
A001307,treatment,1,0.674,105.0,0,0,Al Jawf,android,34,0.818
A001308,treatment,1,0.397,187.0,0,0,Makkah,web,62,0.483
A001309,treatment,1,0.574,89.0,0,1,Najran,android,59,0.467
A001310,control,1,0.355,136.0,0,0,Hail,ios,40,0.465
A001311,treatment,1,0.585,133.0,0,0,Al Bahah,android,60,0.516
A001312,control,1,0.741,137.0,0,0,Qassim,android,20,0.666
A001313,control,0,0.644,91.0,0,1,Riyadh,android,33,0.736
A001314,control,1,0.263,353.0,0,0,Najran,android,26,0.171
A001315,treatment,0,0.208,134.0,0,0,Jazan,android,19,0.162
A001316,treatment,1,0.754,138.0,0,0,Eastern,ios,39,0.8
A001317,control,1,0.382,125.0,0,0,Hail,android,42,0.466
A001318,control,0,0.536,150.0,0,0,Eastern,ios,53,0.544
A001319,treatment,0,0.412,102.0,0,0,Al Bahah,web,64,0.273
A001320,treatment,1,0.817,204.0,0,0,Al Jawf,web,38,0.726
A001321,treatment,1,0.659,200.0,0,0,Northern Borders,android,64,0.622
A001322,treatment,1,0.623,138.0,0,0,Jazan,ios,38,0.657
A001323,treatment,1,0.326,126.0,0,0,Qassim,ios,50,0.088
A001324,treatment,1,0.32,202.0,0,0,Northern Borders,ios,41,0.289
A001325,control,0,0.816,77.0,0,0,Eastern,web,50,0.87
A001326,treatment,0,0.354,164.0,0,0,Hail,ios,69,0.249
A001327,control,1,0.194,123.0,0,0,Najran,ios,68,0.136
A001328,treatment,0,0.298,190.0,0,0,Al Bahah,android,36,0.223
A001329,control,0,0.386,223.0,0,0,Al Jawf,ios,40,0.349
A001330,control,1,0.461,191.0,0,0,Jazan,web,31,0.399
A001331,treatment,1,0.493,177.0,0,0,Al Bahah,android,53,0.465
A001332,control,1,0.469,92.0,0,0,Tabuk,web,23,0.373
A001333,treatment,1,0.302,121.0,0,0,Al Jawf,android,50,0.331
A001334,treatment,1,0.559,200.0,0,0,Hail,android,58,0.604
A001335,treatment,1,0.885,185.0,0,0,Jazan,android,55,0.961
A001336,control,1,0.511,83.0,0,0,Jazan,ios,20,0.403
A001337,control,0,0.606,265.0,0,0,Qassim,android,67,0.875
A001338,control,0,0.449,181.0,0,0,Al Bahah,ios,68,0.514
A001339,treatment,0,0.33,129.0,0,0,Makkah,ios,53,0.262
A001340,treatment,1,0.297,105.0,0,0,Al Bahah,android,26,0.272
A001341,control,1,0.602,124.0,0,0,Al Jawf,android,20,0.629
A001342,treatment,0,0.383,273.0,0,0,Al Jawf,ios,30,0.325
A001343,treatment,0,0.235,85.0,0,0,Tabuk,android,46,0.247
A001344,control,0,0.101,168.0,0,0,Riyadh,android,56,0.126
A001345,control,1,0.445,115.0,0,0,Eastern,ios,30,0.353
A001346,control,1,0.576,129.0,0,0,Jazan,ios,43,0.762
A001347,control,1,0.622,154.0,0,0,Al Jawf,android,47,0.502
A001348,control,1,0.49,123.0,0,0,Asir,web,56,0.458
A001349,treatment,0,0.23,144.0,0,0,Riyadh,ios,27,0.3
A001350,control,1,0.536,127.0,0,0,Najran,android,53,0.536
A001351,treatment,1,0.694,142.0,1,1,Al Jawf,android,41,0.785
A001352,treatment,1,0.401,88.0,0,0,Najran,ios,66,0.375
A001353,treatment,0,0.69,138.0,0,0,Northern Borders,ios,47,0.848
A001354,control,1,0.583,121.0,0,0,Makkah,ios,60,0.437
A001355,treatment,0,0.218,72.0,0,0,Al Bahah,ios,37,0.263
A001356,control,0,0.559,196.0,0,0,Riyadh,android,35,0.534
A001357,treatment,1,0.485,174.0,1,0,Al Jawf,web,46,0.468
A001358,control,0,0.495,123.0,0,0,Madinah,android,64,0.608
A001359,treatment,0,0.477,107.0,0,0,Qassim,android,50,0.515
A001360,control,1,0.868,98.0,0,0,Tabuk,android,32,0.848
A001361,treatment,1,0.701,60.0,0,0,Al Bahah,android,46,0.813
A001362,control,0,0.612,129.0,0,0,Asir,android,50,0.665
A001363,treatment,1,0.357,172.0,0,0,Riyadh,android,48,0.252
A001364,control,1,0.791,126.0,0,0,Qassim,ios,43,0.827
A001365,control,1,0.228,125.0,0,0,Al Bahah,android,60,0.204
A001366,treatment,0,0.499,79.0,1,0,Eastern,ios,37,0.444
A001367,treatment,0,0.54,96.0,0,0,Madinah,ios,69,0.615
A001368,treatment,1,0.23,123.0,0,0,Al Bahah,android,25,0.105
A001369,treatment,1,0.682,150.0,0,0,Makkah,ios,43,0.796
A001370,control,1,0.75,198.0,0,0,Northern Borders,android,20,0.77
A001371,treatment,0,0.437,97.0,0,0,Riyadh,android,46,0.387
A001372,control,0,0.327,169.0,0,0,Qassim,ios,31,0.496
A001373,control,1,0.437,184.0,0,0,Riyadh,ios,68,0.415
A001374,treatment,0,0.1,94.0,0,0,Al Bahah,android,24,0.135
A001375,control,0,0.57,105.0,0,0,Hail,web,51,0.546
A001376,control,1,0.637,150.0,0,0,Najran,ios,20,0.617
A001377,treatment,1,0.687,143.0,0,0,Jazan,android,57,0.68
A001378,control,0,0.273,234.0,0,1,Al Jawf,android,43,0.3
A001379,treatment,0,0.349,172.0,0,0,Tabuk,ios,51,0.308
A001380,treatment,1,0.63,72.0,0,0,Najran,android,60,0.602
A001381,treatment,1,0.548,220.0,0,0,Al Jawf,ios,47,0.579
A001382,treatment,1,0.693,171.0,0,0,Jazan,android,44,0.821
A001383,treatment,1,0.472,112.0,0,0,Riyadh,ios,46,0.529
A001384,control,1,0.596,115.0,0,0,Riyadh,ios,48,0.654
A001385,control,0,0.387,127.0,0,0,Najran,android,48,0.317
A001386,control,1,0.323,189.0,0,0,Jazan,web,52,0.266
A001387,treatment,0,0.212,185.0,0,0,Najran,ios,47,0.053
A001388,control,0,0.394,166.0,0,0,Makkah,android,26,0.198
A001389,control,1,0.682,167.0,0,0,Najran,android,24,0.817
A001390,control,1,0.65,123.0,0,0,Jazan,android,39,0.74
A001391,treatment,0,0.258,160.0,0,0,Madinah,ios,39,0.294
A001392,control,0,0.689,136.0,0,0,Al Bahah,web,47,0.604
A001393,control,0,0.525,130.0,0,0,Northern Borders,web,51,0.608
A001394,control,0,0.489,158.0,0,0,Eastern,android,66,0.574
A001395,treatment,0,0.384,122.0,0,0,Riyadh,android,29,0.474
A001396,control,1,0.3,171.0,0,0,Qassim,android,20,0.379
A001397,treatment,1,0.547,149.0,0,0,Hail,web,65,0.597
A001398,treatment,1,0.735,90.0,0,1,Al Jawf,web,45,0.705
A001399,control,1,0.698,96.0,0,0,Tabuk,android,51,0.836
A001400,treatment,0,0.379,87.0,0,0,Jazan,android,29,0.395
A001401,control,0,0.319,126.0,0,0,Qassim,android,55,0.117
A001402,control,0,0.642,87.0,0,1,Jazan,android,34,0.588
A001403,control,0,0.408,90.0,0,0,Eastern,android,19,0.421
A001404,control,0,0.312,228.0,0,0,Al Jawf,android,41,0.289
A001405,control,0,0.33,94.0,0,0,Al Bahah,android,51,0.367
A001406,treatment,0,0.203,104.0,0,0,Makkah,android,57,0.247
A001407,treatment,0,0.005,116.0,0,0,Tabuk,android,39,0.043
A001408,control,1,0.249,280.0,0,0,Hail,web,68,0.19
A001409,control,1,0.71,124.0,0,0,Northern Borders,ios,44,0.775
A001410,control,0,0.174,104.0,0,0,Makkah,android,69,0.271
A001411,control,1,0.44,118.0,0,0,Asir,android,36,0.245
A001412,control,0,0.524,73.0,0,0,Al Jawf,android,55,0.577
A001413,control,0,0.624,87.0,0,0,Al Jawf,ios,54,0.685
A001414,treatment,0,0.309,101.0,0,0,Asir,ios,34,0.376
A001415,treatment,1,0.371,144.0,0,1,Eastern,ios,23,0.465
A001416,treatment,1,0.335,106.0,0,0,Madinah,ios,19,0.349
A001417,control,1,0.732,263.0,0,0,Tabuk,web,56,0.805
A001418,treatment,1,0.951,162.0,0,0,Asir,ios,24,0.965
A001419,treatment,1,0.392,148.0,0,0,Tabuk,web,22,0.319
A001420,control,1,0.276,289.0,0,0,Hail,android,23,0.141
A001421,control,0,0.198,129.0,0,0,Eastern,android,33,0.231
A001422,treatment,1,0.683,235.0,0,0,Madinah,ios,65,0.764
A001423,treatment,0,0.568,77.0,0,0,Riyadh,android,59,0.505
A001424,treatment,0,0.416,112.0,0,0,Makkah,ios,57,0.63
A001425,treatment,1,0.931,108.0,0,0,Jazan,web,19,0.949
A001426,control,0,0.3,109.0,0,0,Al Jawf,android,20,0.424
A001427,treatment,0,0.37,145.0,0,0,Eastern,web,57,0.32
A001428,treatment,1,0.45,210.0,0,0,Najran,web,51,0.456
A001429,treatment,0,0.646,104.0,0,0,Tabuk,web,61,0.605
A001430,control,1,0.548,220.0,0,0,Madinah,android,38,0.531
A001431,control,1,0.664,83.0,0,0,Qassim,android,26,0.556
A001432,control,0,0.647,100.0,0,0,Jazan,ios,24,0.494
A001433,control,0,0.308,186.0,0,0,Najran,web,38,0.257
A001434,control,0,0.656,189.0,0,0,Tabuk,android,27,0.64
A001435,treatment,0,0.681,109.0,0,0,Tabuk,ios,19,0.684
A001436,control,0,0.608,126.0,0,0,Northern Borders,ios,34,0.54
A001437,control,1,0.329,148.0,0,0,Tabuk,android,60,0.21
A001438,treatment,1,0.489,126.0,0,0,Jazan,android,42,0.407
A001439,treatment,1,0.332,82.0,0,0,Riyadh,android,52,0.368
A001440,control,1,0.813,89.0,0,0,Qassim,android,36,0.8
A001441,control,1,0.833,90.0,0,0,Hail,web,57,0.756
A001442,treatment,0,0.674,111.0,0,0,Hail,ios,42,0.832
A001443,treatment,1,0.315,116.0,0,0,Qassim,android,54,0.143
A001444,treatment,0,0.529,140.0,0,0,Qassim,ios,31,0.39
A001445,treatment,1,0.88,187.0,0,0,Northern Borders,ios,30,0.87
A001446,treatment,1,0.754,156.0,0,0,Eastern,android,51,0.802
A001447,treatment,0,0.411,109.0,0,0,Hail,android,25,0.421
A001448,control,1,0.339,149.0,0,0,Tabuk,web,34,0.373
A001449,control,0,0.397,172.0,0,0,Riyadh,ios,23,0.446
A001450,treatment,0,0.37,196.0,0,0,Riyadh,ios,46,0.422
A001451,treatment,0,0.334,175.0,0,0,Hail,android,20,0.367
A001452,treatment,0,0.599,172.0,0,0,Riyadh,android,41,0.581
A001453,treatment,0,0.744,90.0,0,0,Asir,web,25,0.779
A001454,control,0,0.607,185.0,1,0,Najran,web,60,0.366
A001455,control,0,0.361,121.0,0,0,Qassim,android,53,0.318
A001456,control,1,0.66,171.0,0,0,Al Jawf,android,38,0.759
A001457,treatment,0,0.653,119.0,0,0,Asir,android,45,0.711
A001458,control,0,0.243,93.0,0,0,Najran,android,69,0.318
A001459,control,0,0.104,261.0,0,1,Al Bahah,android,36,0.117
A001460,treatment,0,0.245,126.0,0,0,Al Bahah,android,39,0.32
A001461,treatment,0,0.093,168.0,0,0,Makkah,ios,32,0.108
A001462,control,1,0.46,177.0,0,0,Qassim,android,20,0.5
A001463,control,1,0.731,222.0,0,0,Riyadh,ios,24,0.829
A001464,treatment,1,0.747,120.0,0,0,Eastern,ios,65,0.829
A001465,control,1,0.959,112.0,0,0,Najran,android,55,0.828
A001466,treatment,0,0.431,83.0,0,1,Jazan,web,19,0.522
A001467,treatment,1,0.494,197.0,0,0,Qassim,ios,59,0.451
A001468,treatment,0,0.633,118.0,0,0,Al Jawf,web,39,0.572
A001469,control,0,0.519,95.0,0,0,Northern Borders,web,34,0.611
A001470,control,0,0.482,254.0,1,0,Hail,android,36,0.62
A001471,control,0,0.176,127.0,0,0,Al Jawf,android,65,0.132
A001472,treatment,1,0.45,123.0,0,0,Hail,android,69,0.426
A001473,treatment,0,0.429,109.0,0,0,Makkah,android,29,0.461
A001474,control,1,0.653,208.0,0,0,Jazan,ios,59,0.643
A001475,treatment,1,0.466,126.0,0,0,Najran,android,19,0.504
A001476,treatment,0,0.426,86.0,0,0,Al Jawf,web,19,0.518
A001477,treatment,0,0.262,102.0,0,0,Makkah,web,59,0.241
A001478,control,1,0.641,111.0,1,0,Madinah,android,43,0.59
A001479,control,1,0.896,144.0,0,0,Al Jawf,ios,42,0.834
A001480,control,0,0.464,247.0,0,0,Hail,android,27,0.446
A001481,treatment,0,0.227,245.0,0,0,Qassim,android,36,0.157
A001482,control,1,0.234,141.0,0,0,Al Jawf,ios,53,0.172
A001483,control,1,0.488,232.0,0,0,Al Bahah,android,58,0.628
A001484,treatment,1,0.452,76.0,1,0,Riyadh,android,19,0.51
A001485,treatment,0,0.32,134.0,0,0,Northern Borders,web,26,0.309
A001486,control,1,0.51,133.0,0,0,Jazan,web,42,0.486
A001487,control,0,0.215,173.0,0,0,Jazan,android,29,0.21
A001488,control,0,0.583,105.0,0,0,Madinah,ios,26,0.649
A001489,control,0,0.457,530.0,0,0,Al Jawf,android,66,0.534
A001490,treatment,0,0.342,79.0,0,0,Tabuk,web,27,0.271
A001491,control,0,0.54,232.0,0,0,Al Bahah,android,68,0.5
A001492,treatment,1,0.621,99.0,0,0,Eastern,android,26,0.6
A001493,treatment,1,0.552,141.0,0,0,Makkah,android,56,0.341
A001494,control,1,0.719,150.0,0,0,Eastern,android,39,0.707
A001495,treatment,1,0.289,133.0,0,0,Jazan,ios,59,0.286
A001496,treatment,0,0.209,88.0,0,0,Northern Borders,ios,25,0.32
A001497,treatment,0,0.688,64.0,0,0,Eastern,android,23,0.83
A001498,control,1,0.205,313.0,0,0,Jazan,android,39,0.313
A001499,treatment,1,0.315,63.0,0,0,Eastern,android,49,0.233
A001500,control,0,0.409,252.0,0,0,Hail,android,23,0.475
A001501,control,1,0.409,106.0,0,0,Northern Borders,android,45,0.19
A001502,control,0,0.572,79.0,0,0,Tabuk,android,18,0.503
A001503,treatment,1,0.5,112.0,0,0,Eastern,web,66,0.475
A001504,control,0,0.33,152.0,0,0,Eastern,ios,39,0.333
A001505,control,1,0.538,194.0,0,0,Northern Borders,android,29,0.498
A001506,control,0,0.454,131.0,0,0,Riyadh,android,59,0.555
A001507,control,1,0.461,122.0,0,0,Eastern,web,39,0.477
A001508,control,1,0.445,203.0,0,0,Eastern,ios,64,0.521
A001509,control,1,0.605,151.0,0,0,Northern Borders,web,21,0.571
A001510,treatment,0,0.408,179.0,0,0,Qassim,ios,51,0.315
A001511,control,0,0.258,192.0,0,0,Riyadh,android,60,0.354
A001512,control,0,0.542,153.0,0,0,Qassim,android,62,0.551
A001513,control,1,0.689,129.0,0,0,Madinah,android,66,0.625
A001514,control,0,0.62,104.0,0,0,Eastern,android,66,0.66
A001515,control,1,0.401,286.0,0,0,Riyadh,ios,58,0.278
A001516,control,0,0.593,117.0,0,0,Najran,ios,43,0.68
A001517,control,1,0.443,189.0,0,1,Al Bahah,ios,37,0.282
A001518,treatment,1,0.684,55.0,0,1,Hail,ios,61,0.81
A001519,control,1,0.706,123.0,0,0,Al Jawf,android,45,0.765
A001520,control,0,0.418,89.0,0,0,Asir,android,19,0.275
A001521,treatment,1,0.116,203.0,0,0,Qassim,android,34,0.072
A001522,treatment,1,0.719,92.0,0,0,Eastern,android,56,0.588
A001523,treatment,0,0.801,149.0,0,0,Northern Borders,android,51,0.825
A001524,treatment,1,0.386,254.0,0,0,Al Jawf,android,36,0.371
A001525,treatment,0,0.314,76.0,0,0,Eastern,android,41,0.283
A001526,control,1,0.381,180.0,0,0,Al Jawf,android,41,0.43
A001527,treatment,1,0.399,178.0,0,0,Hail,android,48,0.581
A001528,treatment,1,0.779,80.0,0,0,Northern Borders,web,18,0.829
A001529,control,0,0.408,248.0,0,0,Asir,web,38,0.261
A001530,control,0,0.601,103.0,0,0,Asir,ios,66,0.516
A001531,control,1,0.643,167.0,0,0,Hail,ios,46,0.78
A001532,control,1,0.405,244.0,0,1,Riyadh,android,49,0.314
A001533,treatment,0,0.275,149.0,0,0,Asir,ios,27,0.454
A001534,treatment,1,0.165,247.0,0,0,Hail,android,29,0.238
A001535,treatment,1,0.577,82.0,0,0,Asir,ios,51,0.715
A001536,control,0,0.196,400.0,0,0,Eastern,android,56,0.129
A001537,control,1,0.695,126.0,0,1,Qassim,android,32,0.83
A001538,control,1,0.556,200.0,0,0,Jazan,android,60,0.415
A001539,treatment,1,0.524,103.0,0,0,Eastern,android,47,0.528
A001540,control,0,0.441,171.0,0,0,Najran,android,63,0.282
A001541,control,0,0.3,111.0,1,0,Al Jawf,web,52,0.414
A001542,control,0,0.338,237.0,0,0,Al Jawf,web,56,0.246
A001543,treatment,1,0.585,130.0,0,1,Tabuk,android,29,0.452
A001544,treatment,0,0.354,106.0,0,0,Northern Borders,ios,51,0.208
A001545,treatment,0,0.492,173.0,0,0,Al Jawf,android,53,0.576
A001546,treatment,1,0.778,83.0,0,0,Hail,ios,26,0.889
A001547,control,0,0.403,85.0,0,0,Qassim,ios,24,0.314
A001548,treatment,0,0.645,105.0,0,0,Jazan,ios,40,0.63
A001549,control,0,0.301,76.0,0,0,Makkah,web,33,0.257
A001550,control,1,0.923,120.0,0,0,Northern Borders,android,50,0.896
A001551,control,1,0.076,231.0,0,0,Jazan,android,41,0.138
A001552,control,0,0.419,110.0,0,0,Jazan,ios,31,0.39
A001553,treatment,0,0.448,87.0,0,0,Al Jawf,web,27,0.543
A001554,treatment,1,0.38,214.0,0,0,Asir,ios,40,0.354
A001555,treatment,1,0.856,101.0,0,0,Qassim,android,52,0.876
A001556,treatment,1,0.477,137.0,0,0,Al Jawf,android,49,0.568
A001557,control,1,0.856,85.0,0,0,Al Bahah,web,24,0.767
A001558,control,0,0.681,230.0,0,0,Al Jawf,android,23,0.799
A001559,treatment,0,0.342,146.0,0,0,Tabuk,android,34,0.328
A001560,control,1,0.753,190.0,0,0,Qassim,android,42,0.889
A001561,treatment,0,0.113,184.0,0,0,Hail,android,67,0.164
A001562,treatment,0,0.376,124.0,1,0,Al Bahah,android,18,0.296
A001563,treatment,1,0.67,149.0,0,0,Asir,android,29,0.679
A001564,control,1,0.63,135.0,0,0,Qassim,android,19,0.693
A001565,control,1,0.603,156.0,0,0,Makkah,android,55,0.479
A001566,control,1,0.535,113.0,0,0,Al Jawf,android,33,0.411
A001567,treatment,0,0.427,160.0,0,0,Northern Borders,android,23,0.524
A001568,control,0,0.17,117.0,0,0,Al Bahah,ios,30,0.236
A001569,control,1,1.0,109.0,0,0,Jazan,ios,34,0.924
A001570,control,0,0.488,103.0,0,1,Makkah,android,22,0.607
A001571,control,0,0.199,231.0,0,0,Northern Borders,android,56,0.197
A001572,treatment,0,0.625,126.0,0,0,Riyadh,ios,53,0.588
A001573,treatment,1,0.589,59.0,0,0,Makkah,ios,66,0.513
A001574,treatment,1,0.323,300.0,0,0,Eastern,web,55,0.18
A001575,control,0,0.328,149.0,0,0,Al Jawf,android,52,0.238
A001576,control,0,0.272,203.0,0,0,Najran,web,35,0.376
A001577,treatment,1,0.74,190.0,0,1,Madinah,android,67,0.897
A001578,control,0,0.326,86.0,0,0,Northern Borders,web,64,0.117
A001579,treatment,0,0.329,130.0,0,0,Jazan,web,27,0.286
A001580,control,0,0.643,174.0,0,0,Jazan,ios,65,0.549
A001581,control,1,0.525,205.0,0,0,Al Jawf,android,31,0.61
A001582,control,1,0.727,298.0,0,0,Qassim,web,18,0.722
A001583,control,1,0.332,79.0,0,0,Northern Borders,android,24,0.399
A001584,treatment,1,0.726,116.0,0,0,Hail,android,45,0.61
A001585,control,0,0.329,116.0,0,0,Northern Borders,ios,30,0.227
A001586,control,0,0.769,234.0,0,0,Makkah,android,50,0.75
A001587,treatment,1,0.369,152.0,0,0,Qassim,ios,66,0.189
A001588,treatment,0,0.643,162.0,0,0,Najran,ios,63,0.719
A001589,control,0,0.566,101.0,0,0,Hail,android,56,0.488
A001590,treatment,0,0.306,154.0,0,0,Najran,ios,49,0.304
A001591,control,1,0.273,210.0,0,0,Qassim,android,42,0.281
A001592,treatment,0,0.209,134.0,0,0,Jazan,android,30,0.326
A001593,treatment,0,0.331,165.0,0,1,Qassim,android,61,0.282
A001594,treatment,0,0.391,70.0,0,0,Makkah,android,51,0.352
A001595,control,0,0.502,196.0,0,0,Asir,ios,20,0.401
A001596,control,1,0.125,164.0,0,0,Asir,android,36,0.151
A001597,treatment,0,0.34,219.0,0,0,Tabuk,android,20,0.343
A001598,treatment,1,0.618,76.0,0,0,Najran,android,58,0.69
A001599,treatment,0,0.215,144.0,0,0,Madinah,android,43,0.158
A001600,treatment,1,0.784,154.0,0,0,Northern Borders,android,22,0.735
A001601,treatment,1,0.502,187.0,0,0,Tabuk,android,51,0.526
A001602,treatment,0,0.5,111.0,0,0,Hail,web,29,0.679
A001603,treatment,1,0.827,77.0,0,0,Asir,android,55,0.926
A001604,control,0,0.205,181.0,0,0,Hail,android,35,0.169
A001605,control,0,0.665,111.0,0,0,Al Jawf,android,54,0.573
A001606,treatment,0,0.041,140.0,0,0,Northern Borders,web,32,0.216
A001607,treatment,1,0.518,149.0,0,0,Asir,web,56,0.522
A001608,treatment,0,0.301,153.0,0,0,Qassim,ios,29,0.255
A001609,treatment,1,0.484,209.0,0,0,Tabuk,android,30,0.48
A001610,control,0,0.188,222.0,0,0,Tabuk,android,21,0.142
A001611,treatment,1,0.214,144.0,0,0,Najran,android,41,0.24
A001612,control,1,0.336,184.0,0,0,Tabuk,android,24,0.195
A001613,control,0,0.686,158.0,0,0,Hail,ios,47,0.878
A001614,control,1,0.879,88.0,0,1,Al Bahah,ios,65,0.917
A001615,control,1,0.599,122.0,0,0,Jazan,ios,30,0.691
A001616,control,0,0.164,160.0,0,0,Asir,ios,29,0.123
A001617,control,0,0.44,175.0,0,0,Riyadh,android,29,0.511
A001618,control,1,0.499,126.0,0,0,Hail,web,27,0.539
A001619,control,1,0.429,132.0,0,0,Al Bahah,android,48,0.383
A001620,treatment,0,0.456,95.0,0,0,Hail,android,35,0.512
A001621,control,0,0.155,94.0,0,0,Najran,ios,30,0.2
A001622,treatment,1,0.481,206.0,0,0,Jazan,web,34,0.555
A001623,control,1,0.555,84.0,0,1,Jazan,android,40,0.453
A001624,treatment,1,0.499,85.0,0,0,Al Jawf,android,52,0.559
A001625,control,0,0.377,147.0,0,1,Najran,android,48,0.308
A001626,treatment,0,0.719,114.0,0,0,Asir,android,25,0.68
A001627,treatment,0,0.491,134.0,0,0,Tabuk,ios,29,0.454
A001628,control,1,0.447,253.0,0,0,Qassim,android,19,0.308
A001629,treatment,1,0.214,149.0,0,0,Jazan,android,29,0.161
A001630,treatment,0,0.685,126.0,0,0,Al Bahah,web,27,0.816
A001631,treatment,0,0.49,139.0,0,0,Al Jawf,android,33,0.591
A001632,treatment,0,0.263,192.0,0,1,Al Bahah,ios,18,0.171
A001633,treatment,1,0.254,132.0,0,0,Riyadh,android,20,0.108
A001634,control,0,0.22,165.0,0,0,Eastern,android,50,0.161
A001635,control,1,0.454,160.0,0,0,Al Bahah,android,32,0.431
A001636,treatment,1,0.358,185.0,0,0,Northern Borders,android,38,0.295
A001637,treatment,0,0.485,153.0,0,0,Al Jawf,ios,20,0.3
A001638,control,0,0.207,141.0,0,0,Makkah,ios,61,0.19
A001639,control,1,0.881,100.0,0,0,Northern Borders,ios,22,0.829
A001640,treatment,0,0.259,82.0,0,0,Al Jawf,ios,66,0.229
A001641,treatment,1,0.731,150.0,0,0,Najran,ios,21,0.752
A001642,control,0,0.006,158.0,0,0,Northern Borders,android,66,0.131
A001643,treatment,0,0.349,155.0,0,0,Northern Borders,android,65,0.317
A001644,treatment,0,0.482,112.0,0,0,Asir,ios,24,0.372
A001645,treatment,1,0.389,262.0,0,0,Eastern,android,29,0.397
A001646,control,1,0.301,176.0,0,0,Madinah,android,51,0.276
A001647,treatment,0,0.374,164.0,0,0,Madinah,web,54,0.347
A001648,treatment,0,0.4,180.0,0,0,Madinah,ios,56,0.543
A001649,control,1,0.485,302.0,0,0,Riyadh,android,64,0.522
A001650,treatment,0,0.244,147.0,0,0,Hail,web,54,0.298
A001651,treatment,0,0.542,96.0,0,0,Al Jawf,web,46,0.527
A001652,treatment,1,0.495,168.0,0,0,Al Bahah,android,27,0.476
A001653,control,1,0.32,226.0,0,0,Al Jawf,android,41,0.16
A001654,control,1,0.188,144.0,0,0,Najran,ios,66,0.256
A001655,control,1,0.82,75.0,0,0,Qassim,android,22,0.825
A001656,treatment,0,0.132,291.0,1,0,Tabuk,android,38,0.106
A001657,treatment,0,0.715,214.0,1,0,Madinah,android,52,0.76
A001658,control,0,0.482,190.0,0,0,Al Jawf,web,32,0.389
A001659,control,0,0.414,117.0,0,0,Eastern,android,36,0.395
A001660,control,1,0.583,154.0,0,0,Riyadh,ios,66,0.647
A001661,treatment,1,0.375,65.0,0,0,Jazan,android,58,0.414
A001662,control,1,0.751,114.0,1,0,Northern Borders,android,68,0.774
A001663,control,0,0.603,185.0,0,1,Hail,ios,35,0.688
A001664,control,1,0.57,204.0,0,0,Al Jawf,android,27,0.542
A001665,treatment,1,0.579,161.0,0,0,Qassim,android,36,0.614
A001666,control,1,0.575,283.0,0,0,Tabuk,web,18,0.569
A001667,control,1,0.557,75.0,0,0,Makkah,ios,24,0.524
A001668,treatment,0,0.533,88.0,0,0,Makkah,ios,33,0.51
A001669,control,1,0.531,196.0,0,0,Northern Borders,android,47,0.466
A001670,control,1,0.601,151.0,0,1,Northern Borders,android,24,0.598
A001671,control,1,0.546,68.0,0,0,Northern Borders,android,21,0.436
A001672,control,1,0.712,155.0,0,0,Riyadh,android,50,0.841
A001673,treatment,1,0.742,199.0,0,0,Al Jawf,android,28,0.888
A001674,control,1,0.353,206.0,0,0,Hail,android,60,0.377
A001675,control,1,0.719,100.0,1,0,Riyadh,android,42,0.742
A001676,control,0,0.397,143.0,0,0,Asir,android,19,0.166
A001677,control,1,0.476,167.0,0,0,Eastern,android,43,0.428
A001678,treatment,0,0.65,105.0,0,0,Al Bahah,ios,24,0.783
A001679,treatment,1,0.654,226.0,0,0,Eastern,web,56,0.567
A001680,treatment,1,0.547,141.0,0,0,Hail,ios,42,0.541
A001681,control,1,0.668,101.0,0,0,Northern Borders,web,40,0.611
A001682,treatment,1,0.555,302.0,0,0,Eastern,web,28,0.575
