user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,upload_error,region,device,age,digital_literacy
E020740,control,0,0.548,115.0,0,0,Jazan,android,30,0.686
E020741,control,0,0.094,131.0,0,0,Madinah,android,40,0.24
E020742,treatment,0,0.596,109.0,0,0,Makkah,android,40,0.711
E020743,control,0,0.236,151.0,1,0,Makkah,android,43,0.103
E020744,treatment,1,0.514,141.0,0,0,Makkah,ios,30,0.566
E020745,treatment,0,0.293,160.0,0,0,Madinah,web,66,0.227
E020746,control,1,0.521,84.0,0,0,Eastern,android,56,0.64
E020747,treatment,0,0.587,100.0,0,0,Riyadh,ios,41,0.506
E020748,treatment,1,0.641,225.0,0,0,Eastern,android,28,0.643
E020749,control,1,0.442,146.0,0,0,Eastern,android,66,0.527
E020750,treatment,0,0.407,203.0,0,0,Riyadh,android,57,0.247
E020751,treatment,0,0.284,129.0,0,0,Makkah,android,49,0.28
E020752,treatment,0,0.076,176.0,0,0,Jazan,ios,64,0.077
E020753,treatment,1,0.654,254.0,0,0,Madinah,android,24,0.796
E020754,treatment,1,0.785,76.0,0,1,Riyadh,android,65,0.875
E020755,control,1,0.362,194.0,0,0,Makkah,android,69,0.372
E020756,treatment,1,0.579,162.0,0,0,Qassim,android,67,0.612
E020757,control,0,0.309,323.0,0,0,Eastern,ios,30,0.452
E020758,control,1,0.809,175.0,0,0,Riyadh,web,35,0.825
E020759,treatment,0,0.624,124.0,0,0,Makkah,android,24,0.564
E020760,control,1,0.488,141.0,0,0,Makkah,android,37,0.684
E020761,treatment,1,0.504,174.0,0,0,Eastern,web,65,0.594
E020762,treatment,1,0.192,135.0,0,0,Makkah,web,46,0.123
E020763,control,1,0.786,149.0,0,0,Eastern,ios,54,0.644
E020764,treatment,1,0.601,108.0,0,0,Makkah,ios,46,0.753
E020765,control,1,0.31,127.0,0,0,Eastern,android,35,0.306
E020766,treatment,1,0.665,233.0,0,0,Eastern,android,58,0.795
E020767,control,0,0.449,113.0,0,0,Qassim,android,40,0.392
E020768,treatment,0,0.418,159.0,0,0,Najran,android,60,0.357
E020769,control,1,0.763,102.0,0,0,Eastern,ios,54,0.86
E020770,control,1,0.423,194.0,0,0,Makkah,android,54,0.361
E020771,control,1,0.649,158.0,0,0,Eastern,ios,68,0.606
E020772,control,1,0.688,103.0,0,0,Makkah,ios,57,0.708
E020773,control,1,0.941,279.0,0,1,Riyadh,android,52,0.875
E020774,treatment,0,0.403,199.0,0,0,Riyadh,ios,69,0.145
E020775,control,0,0.674,112.0,0,1,Northern Borders,ios,61,0.697
E020776,control,1,0.458,204.0,0,0,Al Jawf,android,44,0.415
E020777,control,0,0.63,155.0,0,1,Tabuk,android,47,0.75
E020778,treatment,1,0.622,136.0,0,0,Makkah,android,48,0.602
E020779,control,1,0.271,282.0,0,0,Riyadh,android,25,0.315
E020780,treatment,1,0.614,194.0,0,0,Asir,android,32,0.447
E020781,control,1,0.773,94.0,0,0,Makkah,android,45,0.625
E020782,control,0,0.208,267.0,0,0,Jazan,android,36,0.218
E020783,treatment,1,0.637,189.0,0,0,Madinah,ios,23,0.706
E020784,control,0,0.332,147.0,0,0,Riyadh,android,61,0.35
E020785,control,1,0.17,131.0,0,1,Riyadh,android,22,0.224
E020786,control,1,0.307,142.0,0,0,Riyadh,ios,58,0.266
E020787,control,1,0.364,222.0,0,0,Eastern,android,31,0.246
E020788,control,1,0.687,155.0,1,0,Eastern,android,69,0.691
E020789,treatment,0,0.231,104.0,0,0,Makkah,ios,22,0.141
E020790,treatment,1,0.513,71.0,0,0,Eastern,android,43,0.554
E020791,treatment,1,0.288,175.0,0,0,Jazan,android,21,0.193
E020792,control,0,0.381,125.0,0,0,Madinah,web,44,0.451
E020793,treatment,0,0.252,154.0,0,0,Riyadh,android,51,0.354
E020794,treatment,1,0.579,131.0,0,0,Jazan,ios,55,0.608
E020795,treatment,0,0.408,172.0,0,0,Al Bahah,ios,58,0.572
E020796,control,0,0.362,191.0,0,0,Riyadh,ios,27,0.411
E020797,control,1,0.489,167.0,0,0,Makkah,android,24,0.426
E020798,treatment,1,0.652,223.0,0,0,Eastern,android,27,0.763
E020799,control,1,0.625,173.0,0,0,Riyadh,android,28,0.644
E020800,control,1,0.899,124.0,0,0,Qassim,android,51,0.947
E020801,treatment,0,0.642,208.0,0,0,Asir,android,54,0.692
E020802,control,0,0.339,125.0,0,0,Riyadh,android,20,0.317
E020803,treatment,1,0.461,158.0,0,0,Riyadh,ios,32,0.437
E020804,treatment,1,0.633,168.0,0,0,Northern Borders,android,47,0.715
E020805,control,0,0.491,170.0,0,1,Riyadh,android,22,0.279
E020806,control,0,0.391,65.0,0,0,Riyadh,ios,31,0.569
E020807,treatment,0,0.78,144.0,0,0,Riyadh,android,35,0.728
E020808,treatment,0,0.592,112.0,0,0,Riyadh,ios,31,0.461
E020809,treatment,1,0.548,85.0,0,0,Al Bahah,android,44,0.562
E020810,control,0,0.629,145.0,0,0,Riyadh,ios,62,0.562
E020811,treatment,0,0.18,141.0,1,0,Makkah,ios,38,0.049
E020812,control,0,0.949,128.0,0,0,Asir,ios,42,0.9
E020813,control,0,0.183,119.0,0,0,Tabuk,android,55,0.344
E020814,control,0,0.469,97.0,0,0,Riyadh,android,19,0.63
E020815,treatment,1,0.378,244.0,0,0,Riyadh,android,38,0.34
E020816,control,0,0.661,315.0,0,0,Asir,web,51,0.512
E020817,treatment,0,0.254,133.0,0,0,Riyadh,android,21,0.257
E020818,control,1,0.542,128.0,0,0,Makkah,android,50,0.704
E020819,control,0,0.369,95.0,0,0,Riyadh,web,33,0.429
E020820,control,1,0.556,312.0,0,0,Makkah,android,65,0.556
E020821,control,0,0.526,217.0,0,0,Eastern,android,68,0.632
E020822,control,1,0.45,75.0,0,0,Eastern,android,49,0.526
E020823,control,1,0.716,230.0,1,0,Riyadh,android,58,0.682
E020824,control,1,0.672,87.0,0,0,Asir,android,21,0.762
E020825,control,0,0.614,165.0,0,0,Eastern,android,58,0.577
E020826,treatment,0,0.356,175.0,0,0,Makkah,web,42,0.157
E020827,control,0,0.507,117.0,0,0,Riyadh,ios,65,0.298
E020828,treatment,0,0.384,180.0,0,0,Eastern,web,28,0.293
E020829,treatment,1,0.911,128.0,0,0,Makkah,android,32,0.843
E020830,treatment,1,0.718,286.0,0,0,Asir,ios,26,0.731
E020831,control,0,0.334,198.0,0,1,Riyadh,android,58,0.237
E020832,treatment,1,0.331,239.0,0,1,Asir,android,30,0.209
E020833,treatment,1,0.621,90.0,0,0,Riyadh,ios,60,0.756
E020834,treatment,1,0.348,180.0,0,0,Riyadh,web,69,0.344
E020835,treatment,0,0.242,111.0,1,0,Makkah,ios,54,0.097
E020836,treatment,1,0.924,121.0,0,0,Hail,web,28,0.886
E020837,treatment,0,0.264,106.0,0,0,Eastern,ios,60,0.208
E020838,control,1,0.525,171.0,0,0,Riyadh,ios,28,0.403
E020839,control,0,0.292,145.0,0,0,Eastern,ios,50,0.128
E020840,treatment,1,0.472,102.0,0,0,Jazan,web,33,0.577
E020841,control,0,0.104,287.0,0,0,Riyadh,web,19,0.044
E020842,control,1,0.674,216.0,0,0,Makkah,web,63,0.615
E020843,control,0,0.627,272.0,0,0,Riyadh,ios,28,0.697
E020844,control,0,0.584,141.0,0,0,Al Bahah,web,20,0.584
E020845,treatment,0,0.506,120.0,0,0,Riyadh,ios,52,0.527
E020846,treatment,0,0.54,149.0,0,0,Madinah,ios,18,0.585
E020847,treatment,0,0.642,194.0,0,1,Hail,android,66,0.877
E020848,control,0,0.421,180.0,0,0,Tabuk,android,33,0.298
E020849,control,0,0.204,152.0,0,0,Asir,android,57,0.247
E020850,control,1,0.217,280.0,0,0,Riyadh,android,46,0.306
E020851,control,1,0.921,106.0,0,0,Northern Borders,android,43,0.951
E020852,control,0,0.17,154.0,0,0,Al Jawf,android,64,0.063
E020853,treatment,1,0.798,175.0,0,0,Riyadh,android,46,0.915
E020854,treatment,1,0.87,103.0,0,0,Madinah,android,36,0.798
E020855,control,0,0.482,109.0,0,0,Jazan,android,62,0.523
E020856,treatment,1,0.528,222.0,0,0,Riyadh,android,43,0.584
E020857,treatment,0,0.417,86.0,0,0,Makkah,android,24,0.418
E020858,treatment,1,0.415,254.0,0,0,Najran,android,44,0.434
E020859,treatment,0,0.318,163.0,0,0,Asir,ios,53,0.306
E020860,control,1,0.403,213.0,1,0,Madinah,ios,43,0.186
E020861,treatment,1,0.644,255.0,0,0,Qassim,android,45,0.802
E020862,treatment,0,0.035,248.0,0,0,Jazan,ios,65,0.04
E020863,treatment,1,0.821,88.0,0,0,Eastern,ios,59,0.878
E020864,control,0,0.444,69.0,0,0,Riyadh,ios,58,0.43
E020865,control,0,0.627,116.0,0,0,Makkah,android,30,0.666
E020866,control,1,0.394,173.0,0,0,Eastern,web,62,0.386
E020867,treatment,1,0.509,145.0,0,0,Riyadh,android,68,0.486
E020868,treatment,1,0.177,176.0,0,0,Eastern,android,22,0.116
E020869,control,0,0.194,186.0,0,0,Riyadh,android,31,0.096
E020870,control,0,0.337,174.0,0,0,Riyadh,android,52,0.362
E020871,treatment,1,0.613,208.0,0,0,Madinah,android,44,0.567
E020872,control,1,0.668,197.0,0,0,Tabuk,android,55,0.597
E020873,treatment,1,0.436,375.0,0,0,Riyadh,ios,34,0.104
E020874,treatment,1,0.621,154.0,0,0,Tabuk,android,41,0.58
E020875,treatment,1,0.703,173.0,0,0,Riyadh,ios,53,0.771
E020876,control,0,0.239,232.0,0,0,Makkah,android,30,0.154
E020877,control,1,0.52,221.0,0,1,Eastern,web,67,0.497
E020878,control,0,0.293,137.0,0,0,Qassim,android,33,0.382
E020879,treatment,0,0.494,158.0,0,0,Makkah,android,42,0.286
E020880,control,0,0.547,132.0,0,0,Makkah,android,44,0.594
E020881,treatment,0,0.295,119.0,0,1,Riyadh,android,65,0.194
E020882,control,1,0.282,180.0,0,0,Makkah,android,48,0.205
E020883,treatment,1,0.174,105.0,0,0,Eastern,ios,18,0.096
E020884,treatment,1,0.48,140.0,0,0,Asir,web,28,0.371
E020885,control,1,0.565,182.0,0,0,Riyadh,ios,59,0.819
E020886,treatment,0,0.234,165.0,0,0,Jazan,android,32,0.134
E020887,control,1,0.624,104.0,0,1,Al Bahah,android,58,0.755
E020888,treatment,1,0.712,98.0,0,0,Makkah,web,41,0.8
E020889,treatment,0,0.285,248.0,0,0,Riyadh,ios,52,0.235
E020890,control,0,0.453,163.0,0,0,Makkah,android,64,0.331
E020891,treatment,0,0.659,100.0,0,0,Eastern,ios,47,0.797
E020892,control,1,0.756,146.0,0,1,Makkah,ios,43,0.875
E020893,control,1,0.698,103.0,0,1,Jazan,android,45,0.685
E020894,control,1,0.682,377.0,0,0,Makkah,android,66,0.651
E020895,treatment,0,0.325,268.0,1,0,Asir,ios,55,0.224
E020896,treatment,1,0.634,365.0,0,0,Hail,ios,22,0.602
E020897,control,1,0.561,136.0,0,0,Northern Borders,android,28,0.484
E020898,treatment,0,0.319,203.0,0,0,Madinah,web,21,0.256
E020899,treatment,0,0.606,236.0,0,0,Makkah,android,49,0.699
E020900,control,0,0.506,88.0,0,0,Al Jawf,android,43,0.63
E020901,control,0,0.032,239.0,0,0,Makkah,android,29,0.084
E020902,control,1,0.732,309.0,0,0,Riyadh,android,57,0.899
E020903,control,0,0.45,106.0,0,0,Makkah,android,49,0.357
E020904,control,0,0.449,120.0,0,0,Riyadh,android,45,0.511
E020905,control,0,0.457,220.0,0,0,Eastern,android,43,0.467
E020906,treatment,1,0.626,183.0,0,0,Riyadh,ios,25,0.663
E020907,control,1,0.34,132.0,0,0,Riyadh,android,59,0.318
E020908,control,0,0.366,145.0,0,0,Qassim,ios,44,0.235
E020909,control,1,0.783,92.0,0,0,Eastern,android,63,0.776
E020910,control,0,0.578,151.0,0,0,Qassim,android,59,0.572
E020911,treatment,1,0.6,100.0,0,0,Jazan,android,38,0.679
E020912,control,0,0.417,140.0,0,0,Makkah,ios,55,0.405
E020913,control,0,0.457,146.0,0,0,Eastern,ios,40,0.566
E020914,control,1,0.612,238.0,0,0,Makkah,android,38,0.622
E020915,control,1,0.148,286.0,0,0,Najran,web,30,0.071
E020916,treatment,1,0.635,280.0,0,0,Tabuk,android,21,0.696
E020917,control,1,0.38,169.0,0,0,Eastern,android,48,0.198
E020918,treatment,0,0.175,151.0,0,0,Makkah,android,29,0.15
E020919,control,1,0.675,82.0,0,0,Tabuk,web,39,0.723
E020920,control,0,0.035,132.0,0,0,Eastern,ios,63,0.085
E020921,control,0,0.746,93.0,0,0,Makkah,ios,26,0.886
E020922,control,0,0.523,165.0,0,0,Asir,android,27,0.734
E020923,control,0,0.403,220.0,0,0,Asir,ios,69,0.194
E020924,control,1,0.319,111.0,0,1,Madinah,ios,36,0.207
E020925,treatment,0,0.402,213.0,0,0,Qassim,ios,68,0.429
E020926,control,1,0.615,171.0,0,0,Riyadh,android,67,0.537
E020927,control,1,0.371,111.0,0,0,Madinah,android,39,0.256
E020928,control,0,0.573,176.0,0,0,Riyadh,android,42,0.582
E020929,control,0,0.282,174.0,0,0,Jazan,android,27,0.243
E020930,treatment,1,0.515,149.0,1,0,Makkah,android,46,0.385
E020931,treatment,0,0.337,128.0,0,0,Najran,android,44,0.364
E020932,treatment,1,0.812,109.0,0,0,Qassim,web,44,0.837
E020933,treatment,0,0.341,308.0,0,0,Makkah,android,44,0.463
E020934,control,1,0.986,174.0,0,0,Tabuk,android,57,0.918
E020935,treatment,0,0.476,119.0,0,0,Najran,android,20,0.464
E020936,control,1,0.619,263.0,0,0,Riyadh,web,56,0.578
E020937,treatment,0,0.294,100.0,0,0,Qassim,ios,37,0.117
E020938,treatment,1,0.528,182.0,0,0,Eastern,android,22,0.434
E020939,treatment,1,0.445,102.0,0,0,Asir,ios,36,0.446
E020940,treatment,0,0.253,79.0,0,0,Madinah,ios,46,0.25
E020941,control,0,0.411,156.0,0,0,Eastern,web,32,0.52
E020942,treatment,1,0.643,221.0,0,0,Jazan,ios,30,0.442
E020943,treatment,0,0.651,159.0,0,0,Riyadh,ios,44,0.74
E020944,control,1,0.683,134.0,0,0,Eastern,android,58,0.712
E020945,control,0,0.208,125.0,0,0,Northern Borders,android,18,0.124
E020946,control,0,0.29,106.0,0,0,Asir,android,30,0.24
E020947,treatment,1,0.818,170.0,0,0,Asir,ios,28,0.925
E020948,treatment,0,0.477,119.0,0,0,Eastern,android,59,0.584
E020949,control,1,0.481,189.0,0,0,Riyadh,ios,69,0.337
E020950,treatment,0,0.168,252.0,1,0,Eastern,ios,59,0.093
E020951,control,1,0.293,129.0,0,0,Jazan,android,30,0.426
E020952,control,0,0.218,208.0,0,0,Al Jawf,android,48,0.051
E020953,control,0,0.772,150.0,0,0,Northern Borders,android,22,0.784
E020954,control,1,0.35,121.0,0,0,Riyadh,android,25,0.319
E020955,control,1,0.602,79.0,0,0,Hail,android,37,0.761
E020956,treatment,0,0.18,202.0,0,0,Riyadh,android,34,0.222
E020957,control,1,0.685,208.0,0,0,Riyadh,ios,37,0.929
E020958,treatment,1,0.122,124.0,0,1,Makkah,android,46,0.139
E020959,control,1,0.387,171.0,0,0,Hail,android,54,0.458
E020960,treatment,0,0.389,190.0,0,0,Riyadh,ios,34,0.474
E020961,control,1,0.662,207.0,0,0,Makkah,web,68,0.77
E020962,control,1,0.53,118.0,0,0,Madinah,ios,31,0.637
E020963,control,1,0.366,122.0,0,0,Qassim,android,36,0.326
E020964,control,1,0.665,169.0,0,0,Al Jawf,ios,30,0.57
E020965,control,0,0.403,123.0,0,0,Asir,android,69,0.398
E020966,treatment,0,0.525,112.0,0,0,Riyadh,ios,46,0.564
E020967,control,1,0.586,188.0,0,0,Riyadh,ios,68,0.827
E020968,treatment,0,0.092,148.0,0,0,Asir,android,39,0.142
E020969,treatment,0,0.57,64.0,0,0,Makkah,ios,27,0.597
E020970,treatment,0,0.255,181.0,0,0,Hail,android,30,0.148
E020971,treatment,1,0.551,186.0,0,0,Eastern,android,22,0.542
E020972,treatment,0,0.203,165.0,0,0,Tabuk,ios,51,0.088
E020973,control,1,0.499,140.0,0,0,Riyadh,ios,56,0.354
E020974,treatment,1,0.467,146.0,0,0,Riyadh,android,32,0.418
E020975,treatment,1,0.576,150.0,1,0,Riyadh,android,23,0.521
E020976,treatment,0,0.342,60.0,0,0,Madinah,ios,42,0.614
E020977,control,1,0.474,162.0,0,0,Madinah,android,44,0.504
E020978,control,0,0.297,273.0,0,0,Jazan,android,65,0.333
E020979,control,0,0.464,131.0,0,0,Makkah,ios,39,0.545
E020980,treatment,1,0.314,132.0,0,0,Asir,ios,57,0.354
E020981,control,0,0.68,94.0,0,0,Riyadh,web,61,0.715
E020982,control,1,0.429,131.0,0,0,Makkah,web,25,0.586
E020983,control,1,0.572,123.0,0,1,Qassim,web,57,0.576
E020984,control,0,0.111,269.0,0,0,Riyadh,ios,41,0.063
E020985,treatment,0,0.601,180.0,0,0,Al Bahah,web,34,0.772
E020986,treatment,1,0.324,125.0,0,0,Eastern,web,68,0.257
E020987,treatment,1,0.342,181.0,0,0,Makkah,web,59,0.297
E020988,control,1,0.369,134.0,0,0,Tabuk,ios,47,0.1
E020989,treatment,1,0.679,105.0,0,0,Riyadh,web,23,0.699
E020990,control,0,0.511,103.0,0,0,Riyadh,android,19,0.412
E020991,control,0,0.754,201.0,0,0,Riyadh,android,67,0.568
E020992,treatment,1,0.528,171.0,0,0,Eastern,android,54,0.494
E020993,control,1,0.367,102.0,0,0,Northern Borders,web,54,0.429
E020994,treatment,0,0.584,290.0,0,0,Riyadh,android,64,0.585
E020995,control,0,0.381,146.0,0,0,Eastern,web,18,0.407
E020996,treatment,0,0.367,225.0,0,0,Riyadh,ios,20,0.318
E020997,treatment,0,0.138,254.0,0,0,Makkah,web,34,0.093
E020998,treatment,0,0.487,82.0,0,0,Qassim,ios,61,0.507
E020999,treatment,1,0.815,253.0,0,0,Eastern,ios,46,0.846
E021000,treatment,0,0.566,171.0,0,0,Makkah,ios,53,0.626
E021001,control,1,0.629,101.0,0,0,Jazan,android,18,0.659
E021002,treatment,1,0.338,152.0,0,0,Riyadh,android,65,0.363
E021003,treatment,0,0.429,116.0,0,0,Riyadh,web,52,0.417
E021004,treatment,0,0.295,147.0,0,0,Riyadh,android,28,0.298
E021005,treatment,0,0.195,106.0,0,0,Riyadh,ios,38,0.285
E021006,control,1,0.569,209.0,0,0,Riyadh,android,22,0.667
E021007,treatment,0,0.662,112.0,0,0,Riyadh,android,40,0.502
E021008,control,0,0.315,122.0,0,0,Al Jawf,ios,58,0.385
E021009,treatment,1,0.638,134.0,0,0,Asir,ios,58,0.737
E021010,treatment,0,0.146,289.0,0,0,Makkah,android,43,0.065
E021011,control,1,0.619,123.0,0,1,Jazan,android,38,0.657
E021012,treatment,1,0.802,153.0,0,0,Riyadh,android,54,0.755
E021013,treatment,1,0.581,158.0,0,0,Hail,android,61,0.598
E021014,control,0,0.389,117.0,0,0,Makkah,android,31,0.356
E021015,control,1,0.29,186.0,0,0,Jazan,android,56,0.245
E021016,treatment,1,0.571,94.0,0,0,Eastern,android,36,0.355
E021017,treatment,1,0.395,114.0,0,0,Riyadh,ios,38,0.353
E021018,control,0,0.583,80.0,0,0,Makkah,web,38,0.689
E021019,treatment,0,0.344,240.0,0,0,Asir,android,39,0.248
E021020,treatment,0,0.422,116.0,0,0,Riyadh,android,27,0.551
E021021,treatment,1,0.414,277.0,0,0,Madinah,web,18,0.455
E021022,treatment,0,0.654,95.0,0,0,Northern Borders,android,45,0.681
E021023,control,1,0.468,382.0,0,1,Riyadh,android,64,0.464
E021024,treatment,0,0.28,207.0,0,1,Riyadh,ios,38,0.174
E021025,treatment,0,0.577,154.0,0,0,Jazan,android,59,0.553
E021026,control,1,0.632,115.0,0,0,Makkah,ios,37,0.671
E021027,treatment,0,0.405,214.0,0,1,Asir,ios,30,0.446
E021028,treatment,0,0.113,221.0,0,1,Jazan,ios,36,0.073
E021029,treatment,0,0.755,73.0,0,0,Qassim,web,55,0.858
E021030,treatment,1,0.718,221.0,0,0,Eastern,android,46,0.771
E021031,treatment,0,0.435,113.0,0,0,Jazan,ios,18,0.666
E021032,control,0,0.563,135.0,0,1,Eastern,android,41,0.485
E021033,control,0,0.282,116.0,0,0,Hail,android,52,0.345
E021034,treatment,1,0.678,78.0,0,0,Al Jawf,web,52,0.754
E021035,control,1,0.803,167.0,0,0,Tabuk,android,39,0.884
E021036,treatment,1,0.442,142.0,0,0,Asir,android,62,0.533
E021037,treatment,1,0.55,140.0,0,0,Asir,ios,47,0.464
E021038,treatment,0,0.303,125.0,0,0,Al Jawf,android,68,0.309
E021039,control,0,0.577,96.0,0,0,Asir,ios,28,0.67
E021040,control,0,0.112,196.0,0,0,Riyadh,web,28,0.108
E021041,control,0,0.421,184.0,0,0,Northern Borders,android,41,0.523
E021042,control,1,0.804,139.0,0,0,Makkah,ios,44,0.842
E021043,treatment,1,0.711,100.0,0,0,Al Bahah,android,42,0.801
E021044,treatment,1,0.397,182.0,0,0,Makkah,web,53,0.367
E021045,control,1,0.291,155.0,0,0,Riyadh,ios,68,0.283
E021046,treatment,0,0.326,212.0,0,0,Hail,android,59,0.301
E021047,control,0,0.311,221.0,0,0,Asir,ios,32,0.397
E021048,treatment,1,0.39,137.0,0,0,Makkah,ios,57,0.394
E021049,treatment,1,0.783,265.0,0,0,Najran,android,62,0.702
E021050,treatment,0,0.634,112.0,0,1,Qassim,android,26,0.79
E021051,treatment,0,0.386,212.0,0,1,Riyadh,android,63,0.478
E021052,treatment,0,0.749,157.0,0,0,Eastern,android,42,0.68
E021053,treatment,0,0.509,165.0,0,0,Qassim,android,41,0.704
E021054,control,0,0.236,158.0,0,0,Asir,ios,44,0.095
E021055,control,0,0.281,165.0,0,0,Makkah,web,32,0.229
E021056,control,0,0.486,149.0,0,0,Makkah,android,30,0.552
E021057,treatment,0,0.568,148.0,0,0,Riyadh,web,30,0.62
E021058,control,1,0.719,176.0,0,0,Eastern,android,60,0.724
E021059,control,0,0.402,107.0,0,1,Tabuk,android,34,0.568
E021060,control,1,0.637,194.0,0,0,Jazan,android,42,0.48
E021061,treatment,0,0.587,111.0,0,0,Riyadh,android,24,0.624
E021062,control,0,0.426,194.0,0,0,Asir,android,38,0.454
E021063,control,1,0.513,194.0,0,0,Riyadh,android,65,0.307
E021064,treatment,1,0.526,151.0,0,0,Jazan,ios,50,0.46
E021065,control,1,0.476,136.0,0,0,Hail,android,61,0.293
E021066,control,1,0.391,179.0,0,0,Makkah,web,36,0.427
E021067,control,1,0.376,116.0,0,0,Makkah,android,62,0.295
E021068,control,0,0.463,116.0,0,0,Eastern,android,46,0.414
E021069,treatment,1,0.647,87.0,0,0,Riyadh,android,41,0.429
E021070,control,0,0.226,110.0,0,0,Al Jawf,web,66,0.247
E021071,control,0,0.312,244.0,0,0,Al Jawf,ios,21,0.191
E021072,treatment,1,0.297,123.0,0,0,Qassim,ios,61,0.395
E021073,control,0,0.623,113.0,0,0,Makkah,ios,35,0.76
E021074,treatment,1,0.638,125.0,0,0,Riyadh,android,45,0.65
E021075,control,1,0.838,139.0,0,0,Eastern,ios,24,0.726
E021076,treatment,0,0.658,104.0,0,0,Tabuk,web,62,0.773
E021077,control,1,0.42,166.0,0,1,Riyadh,ios,57,0.457
E021078,treatment,1,0.834,85.0,0,0,Riyadh,web,19,0.756
E021079,treatment,1,0.348,141.0,0,0,Riyadh,web,67,0.288
E021080,treatment,1,0.765,127.0,0,0,Riyadh,ios,28,0.854
E021081,treatment,1,0.551,105.0,0,0,Riyadh,web,67,0.497
E021082,control,0,0.521,168.0,0,0,Eastern,android,29,0.598
E021083,control,1,0.347,229.0,0,0,Jazan,android,67,0.174
E021084,control,0,0.755,179.0,0,0,Al Jawf,android,35,0.65
E021085,treatment,1,0.532,161.0,0,1,Al Jawf,android,40,0.51
E021086,control,1,0.78,146.0,0,1,Makkah,ios,32,0.891
E021087,control,0,0.226,322.0,0,0,Makkah,web,41,0.131
E021088,treatment,0,0.073,147.0,0,0,Riyadh,android,36,0.125
E021089,control,1,0.677,248.0,0,1,Makkah,android,53,0.767
E021090,treatment,1,0.652,126.0,0,1,Al Jawf,android,61,0.631
E021091,treatment,1,0.309,223.0,0,0,Al Bahah,android,30,0.126
E021092,control,0,0.355,239.0,0,0,Makkah,android,52,0.432
E021093,control,0,0.255,250.0,0,1,Makkah,android,59,0.214
E021094,control,1,0.654,74.0,0,0,Tabuk,android,53,0.567
E021095,treatment,0,0.484,135.0,0,0,Hail,android,65,0.52
E021096,treatment,1,0.52,67.0,0,0,Eastern,web,25,0.531
E021097,control,1,0.54,101.0,0,0,Asir,ios,57,0.676
E021098,treatment,1,0.738,177.0,0,0,Eastern,ios,51,0.85
E021099,control,0,0.225,196.0,0,0,Qassim,android,28,0.224
E021100,control,1,0.649,55.0,0,0,Najran,android,51,0.641
E021101,treatment,1,0.674,144.0,0,0,Eastern,ios,28,0.771
E021102,control,1,0.513,213.0,0,0,Eastern,ios,43,0.579
E021103,treatment,1,0.531,156.0,0,0,Makkah,ios,41,0.608
E021104,control,1,0.335,154.0,1,0,Riyadh,android,42,0.275
E021105,treatment,0,0.129,288.0,0,0,Makkah,android,62,0.134
E021106,treatment,1,0.766,169.0,0,0,Makkah,android,26,0.644
E021107,control,1,0.285,199.0,0,0,Jazan,android,26,0.326
E021108,control,0,0.564,168.0,0,1,Makkah,android,28,0.576
E021109,control,0,0.572,153.0,0,0,Qassim,ios,45,0.647
E021110,control,0,0.947,182.0,0,0,Northern Borders,android,30,0.931
E021111,control,0,0.26,96.0,0,0,Qassim,ios,29,0.256
E021112,control,1,0.743,116.0,1,0,Hail,android,33,0.684
E021113,control,1,0.555,137.0,0,0,Asir,android,19,0.642
E021114,treatment,1,0.688,189.0,0,0,Al Jawf,android,49,0.656
E021115,treatment,0,0.544,190.0,0,0,Hail,android,58,0.454
E021116,treatment,1,0.699,147.0,0,0,Makkah,android,43,0.586
E021117,treatment,0,0.138,125.0,0,0,Makkah,ios,60,0.109
E021118,treatment,1,0.755,149.0,0,0,Jazan,ios,23,0.782
E021119,control,0,0.506,121.0,0,0,Hail,android,57,0.331
E021120,treatment,1,0.408,129.0,0,0,Qassim,android,38,0.588
E021121,control,0,0.406,85.0,0,0,Riyadh,web,26,0.401
E021122,treatment,0,0.549,154.0,0,0,Asir,ios,18,0.483
E021123,control,1,0.758,154.0,0,0,Makkah,ios,38,0.726
E021124,control,0,0.469,83.0,0,0,Riyadh,ios,41,0.563
E021125,treatment,0,0.176,192.0,0,0,Riyadh,web,53,0.168
E021126,treatment,0,0.674,226.0,0,0,Riyadh,ios,24,0.7
E021127,treatment,0,0.653,96.0,0,0,Al Bahah,android,32,0.671
E021128,control,0,0.424,246.0,1,0,Northern Borders,android,55,0.299
E021129,control,1,0.763,192.0,0,0,Riyadh,android,48,0.916
E021130,control,0,0.369,150.0,0,0,Riyadh,web,29,0.272
E021131,treatment,0,0.568,187.0,0,0,Riyadh,android,32,0.722
E021132,treatment,1,0.692,222.0,0,0,Tabuk,android,44,0.685
E021133,control,0,0.392,168.0,0,0,Makkah,android,20,0.358
E021134,treatment,0,0.284,216.0,0,0,Al Jawf,web,52,0.192
E021135,control,1,0.874,225.0,0,0,Madinah,web,67,0.968
E021136,treatment,1,0.554,178.0,0,0,Riyadh,ios,64,0.562
E021137,treatment,0,0.797,106.0,0,0,Eastern,ios,18,0.763
E021138,treatment,1,0.66,138.0,0,0,Riyadh,ios,45,0.56
E021139,control,0,0.769,136.0,0,0,Riyadh,android,52,0.707
E021140,control,1,0.51,105.0,0,0,Riyadh,ios,57,0.569
E021141,treatment,0,0.391,300.0,0,0,Riyadh,android,40,0.326
