user_id,age,digital_literacy,region,region_code,prior_completions,device_age,distance_km,online_filing,enrolled,support_calls,completed
U005191,47,0.545,Madinah,2,4,2.6,30.1,1,0,1,0
U005192,67,0.558,Makkah,1,4,1.8,20.4,1,0,1,0
U005193,36,0.772,Eastern,4,2,3.2,19.1,1,1,0,1
U005194,65,0.423,Najran,10,2,0.1,35.6,1,1,0,1
U005195,64,0.25,Eastern,4,4,1.2,11.5,1,1,2,1
U005196,54,0.373,Qassim,3,3,2.4,57.5,1,0,0,0
U005197,43,0.538,Eastern,4,4,1.8,13.1,0,1,3,1
U005198,45,0.519,Qassim,3,3,2.4,15.9,1,1,0,0
U005199,60,0.793,Makkah,1,8,1.5,38.3,0,0,0,1
U005200,53,0.322,Eastern,4,2,2.8,15.1,0,0,0,0
U005201,47,0.377,Riyadh,0,2,2.6,7.8,1,1,2,1
U005202,40,0.357,Makkah,1,2,4.1,29.6,1,1,2,0
U005203,46,0.769,Najran,10,3,1.0,11.8,1,1,3,0
U005204,62,0.652,Asir,5,3,3.4,22.0,1,1,0,1
U005205,63,0.943,Qassim,3,4,2.9,28.2,1,1,1,1
U005206,55,0.928,Riyadh,0,4,1.3,17.1,1,1,1,0
U005207,43,0.376,Riyadh,0,5,3.7,19.0,1,1,0,1
U005208,63,0.486,Asir,5,5,0.6,44.6,1,0,0,1
U005209,52,0.871,Makkah,1,4,0.0,22.5,1,1,0,0
U005210,26,0.328,Tabuk,6,5,2.7,54.7,1,1,0,1
U005211,27,0.197,Riyadh,0,3,2.7,5.1,1,0,2,0
U005212,57,0.762,Qassim,3,4,1.3,26.3,1,0,2,1
U005213,26,0.176,Jazan,9,1,1.7,10.6,1,0,1,0
U005214,51,0.611,Makkah,1,3,2.8,36.9,1,1,0,1
U005215,45,0.28,Jazan,9,6,0.3,26.4,1,0,1,1
U005216,51,0.594,Riyadh,0,2,2.4,18.2,0,1,1,0
U005217,69,0.261,Eastern,4,3,2.3,6.2,0,0,0,1
U005218,52,0.22,Riyadh,0,1,0.0,47.0,1,0,0,1
U005219,50,0.68,Makkah,1,3,3.1,18.5,1,1,3,1
U005220,43,0.783,Jazan,9,3,2.8,44.0,1,0,2,1
U005221,47,0.409,Eastern,4,1,4.0,22.9,1,0,0,0
U005222,29,0.232,Riyadh,0,2,1.7,13.3,0,0,1,1
U005223,49,0.671,Najran,10,2,2.0,20.8,1,1,3,1
U005224,41,0.463,Eastern,4,2,0.0,25.4,0,0,1,0
U005225,44,0.812,Riyadh,0,3,3.1,28.6,1,1,2,1
U005226,66,0.642,Makkah,1,2,0.0,7.1,1,1,1,0
U005227,35,0.709,Eastern,4,2,2.3,2.5,1,0,0,1
U005228,44,0.826,Madinah,2,7,2.0,10.6,0,0,0,1
U005229,50,0.576,Qassim,3,3,2.0,27.2,1,1,1,1
U005230,44,0.319,Makkah,1,6,1.9,44.3,1,0,0,1
U005231,27,0.283,Eastern,4,2,0.9,37.7,1,0,1,0
U005232,56,0.093,Makkah,1,3,2.0,68.1,1,0,0,0
U005233,47,0.668,Riyadh,0,4,1.8,32.5,1,1,1,0
U005234,21,0.674,Madinah,2,4,1.3,47.6,1,1,1,1
U005235,31,0.569,Eastern,4,0,2.3,9.2,0,0,0,1
U005236,38,0.441,Tabuk,6,1,1.3,7.5,1,0,0,1
U005237,35,0.922,Riyadh,0,5,0.9,63.5,1,1,1,1
U005238,48,0.498,Eastern,4,2,2.1,6.2,1,1,0,0
U005239,49,0.481,Makkah,1,1,1.7,15.3,1,1,0,1
U005240,22,0.384,Al Bahah,11,2,1.3,2.9,1,0,0,1
U005241,30,0.358,Asir,5,3,2.3,1.8,0,0,0,1
U005242,52,0.702,Jazan,9,3,3.7,14.5,1,1,3,1
U005243,22,0.031,Riyadh,0,2,3.6,4.8,1,0,2,0
U005244,44,0.961,Eastern,4,7,0.0,33.3,1,0,1,1
U005245,57,0.671,Riyadh,0,1,2.6,11.1,1,0,0,1
U005246,66,0.692,Makkah,1,1,1.9,17.8,1,0,1,1
U005247,39,0.571,Jazan,9,1,3.8,34.8,1,0,0,0
U005248,29,0.521,Al Jawf,12,5,3.3,67.1,1,0,1,1
U005249,55,0.749,Najran,10,2,1.5,1.1,1,0,1,1
U005250,20,0.472,Madinah,2,5,5.0,16.3,1,0,2,1
U005251,19,0.16,Riyadh,0,1,2.5,18.0,1,0,0,1
U005252,69,0.661,Makkah,1,2,2.2,40.6,1,0,1,1
U005253,22,0.341,Makkah,1,4,3.2,17.5,1,1,0,1
U005254,61,0.38,Al Jawf,12,2,0.5,23.7,1,0,0,0
U005255,50,0.732,Makkah,1,4,0.6,34.8,1,0,0,0
U005256,46,0.524,Makkah,1,2,1.7,6.0,0,0,0,0
U005257,25,0.816,Al Jawf,12,2,1.4,13.4,0,1,2,1
U005258,36,0.455,Jazan,9,2,2.9,20.1,1,0,0,1
U005259,54,0.343,Eastern,4,2,3.1,8.9,1,0,0,1
U005260,57,0.395,Makkah,1,3,3.3,36.3,1,1,0,0
U005261,58,0.811,Makkah,1,4,1.4,15.7,1,1,1,1
U005262,24,0.853,Qassim,3,2,2.4,29.1,1,1,2,1
U005263,51,0.292,Riyadh,0,1,1.8,45.2,1,0,1,1
U005264,24,0.404,Asir,5,2,2.3,21.1,1,0,0,1
U005265,30,0.37,Makkah,1,3,1.0,8.9,1,1,2,0
U005266,43,0.751,Asir,5,5,0.0,20.7,1,1,0,1
U005267,68,0.323,Riyadh,0,2,1.3,17.6,0,0,1,1
U005268,58,0.681,Riyadh,0,8,2.3,17.2,0,0,0,1
U005269,41,0.849,Riyadh,0,3,0.6,20.3,0,1,0,1
U005270,39,0.79,Madinah,2,1,2.3,49.7,1,1,1,0
U005271,50,0.168,Asir,5,3,0.5,20.3,1,0,2,0
U005272,43,0.267,Makkah,1,1,2.1,4.6,0,0,1,1
U005273,45,0.367,Riyadh,0,3,1.3,27.0,1,0,1,1
U005274,51,0.561,Riyadh,0,2,2.6,21.7,1,0,0,1
U005275,50,0.263,Qassim,3,2,3.4,7.4,1,0,4,0
U005276,19,0.469,Riyadh,0,1,2.7,1.4,1,0,0,0
U005277,56,0.572,Madinah,2,1,3.2,6.4,1,1,4,1
U005278,33,0.969,Hail,7,5,0.0,60.8,1,0,0,1
U005279,31,0.589,Jazan,9,3,1.7,28.5,1,1,1,1
U005280,64,0.404,Asir,5,3,1.8,35.4,0,0,1,1
U005281,29,0.512,Madinah,2,2,1.7,16.3,1,1,1,0
U005282,34,0.702,Northern Borders,8,3,4.8,32.4,1,1,2,1
U005283,27,0.413,Northern Borders,8,7,1.7,6.6,0,1,1,0
U005284,61,0.562,Makkah,1,7,0.1,10.9,0,1,0,1
U005285,62,0.282,Jazan,9,4,2.5,27.2,1,0,3,1
U005286,18,0.313,Riyadh,0,2,1.3,17.5,1,1,1,0
U005287,21,0.674,Riyadh,0,1,3.5,33.0,0,1,1,1
U005288,55,0.71,Eastern,4,0,2.8,31.6,1,0,1,0
U005289,58,0.377,Riyadh,0,2,3.5,22.4,0,1,0,0
U005290,28,0.245,Tabuk,6,5,2.4,18.6,1,0,0,0
U005291,31,0.797,Asir,5,3,1.5,74.7,1,0,0,1
U005292,38,0.361,Eastern,4,2,1.7,22.4,1,0,0,0
U005293,42,0.262,Madinah,2,1,2.8,46.6,1,0,0,1
U005294,26,0.498,Riyadh,0,1,1.3,24.1,1,1,1,1
U005295,64,0.571,Al Jawf,12,6,0.9,57.0,1,1,3,1
U005296,53,0.178,Madinah,2,3,2.5,10.5,1,1,0,0
U005297,57,0.827,Hail,7,4,2.5,2.6,1,1,1,0
U005298,64,0.516,Riyadh,0,0,3.0,19.1,1,1,1,0
U005299,66,0.182,Riyadh,0,4,1.7,28.4,0,1,0,1
U005300,58,0.405,Asir,5,5,2.3,58.3,1,0,2,0
U005301,55,0.683,Makkah,1,1,3.1,4.9,1,1,0,0
U005302,41,0.736,Riyadh,0,4,1.9,8.3,1,0,0,1
U005303,60,0.73,Riyadh,0,7,0.0,49.2,1,1,0,1
U005304,60,0.725,Eastern,4,2,1.6,41.6,0,1,0,0
U005305,52,0.496,Makkah,1,1,3.4,7.5,1,0,0,1
U005306,37,0.34,Makkah,1,2,2.7,28.6,0,0,0,1
U005307,32,0.475,Makkah,1,4,1.2,12.9,1,0,3,1
U005308,33,0.661,Riyadh,0,2,2.3,28.2,1,0,1,1
U005309,52,0.196,Hail,7,1,1.5,34.2,1,1,1,0
U005310,62,0.535,Riyadh,0,2,0.3,14.1,1,0,1,0
U005311,26,0.427,Najran,10,2,3.9,30.0,1,1,0,1
U005312,26,0.164,Eastern,4,4,1.4,18.0,1,1,1,1
U005313,47,0.428,Eastern,4,2,1.6,26.5,1,0,0,1
U005314,69,0.938,Eastern,4,9,0.0,46.5,1,1,1,1
U005315,67,0.389,Makkah,1,4,0.1,3.3,1,0,0,0
U005316,35,0.356,Madinah,2,5,3.6,17.0,0,0,0,0
U005317,29,0.281,Jazan,9,5,2.6,30.4,1,0,1,0
U005318,52,0.581,Riyadh,0,1,3.1,36.0,1,0,0,1
U005319,62,0.57,Makkah,1,4,3.6,5.4,1,1,2,1
U005320,23,0.893,Jazan,9,5,2.9,43.7,1,1,0,1
U005321,46,0.288,Eastern,4,2,3.6,12.7,0,1,0,0
U005322,47,0.813,Eastern,4,2,0.8,23.1,0,1,2,1
U005323,32,0.932,Riyadh,0,3,1.2,88.3,1,1,1,1
U005324,57,0.422,Makkah,1,2,3.1,61.3,1,1,2,1
U005325,40,0.883,Riyadh,0,5,0.6,11.7,0,1,1,1
U005326,60,0.914,Najran,10,2,0.0,23.8,1,1,0,0
U005327,66,0.898,Qassim,3,3,0.2,6.3,1,1,0,0
U005328,41,0.735,Riyadh,0,7,0.0,7.5,1,0,1,1
U005329,50,0.568,Riyadh,0,5,2.5,16.4,1,1,2,0
U005330,66,0.558,Asir,5,4,1.2,33.5,1,1,1,1
U005331,59,0.482,Al Jawf,12,4,1.2,10.3,0,0,1,0
U005332,60,0.176,Jazan,9,1,3.4,43.2,1,0,0,0
U005333,46,0.051,Makkah,1,1,4.4,33.8,1,0,0,1
U005334,61,0.615,Riyadh,0,4,0.1,13.0,0,0,1,1
U005335,62,0.256,Eastern,4,2,4.8,27.7,0,0,0,0
U005336,49,0.233,Hail,7,1,3.6,45.3,1,0,0,1
U005337,45,0.429,Eastern,4,2,6.2,30.4,1,0,1,0
U005338,52,0.677,Makkah,1,2,0.4,45.0,1,0,1,0
U005339,44,0.627,Riyadh,0,7,1.4,28.9,1,0,0,1
U005340,60,0.345,Riyadh,0,2,3.7,2.7,1,0,0,0
U005341,50,0.613,Riyadh,0,4,1.2,18.6,1,1,0,1
U005342,55,0.325,Madinah,2,1,1.3,43.9,1,0,1,0
U005343,40,0.59,Makkah,1,2,0.9,26.0,0,0,0,0
U005344,36,0.477,Makkah,1,0,1.7,16.3,0,0,1,1
U005345,62,0.391,Riyadh,0,3,0.8,21.7,1,0,2,1
U005346,33,0.68,Al Bahah,11,3,0.9,77.9,1,1,0,0
U005347,44,0.556,Riyadh,0,1,2.6,9.5,0,0,2,1
U005348,25,0.626,Makkah,1,4,2.1,25.9,1,0,0,1
U005349,59,0.546,Madinah,2,3,2.1,8.6,1,1,0,1
U005350,23,0.48,Riyadh,0,7,2.0,12.6,0,0,1,1
U005351,67,0.36,Eastern,4,2,2.3,11.5,1,0,1,0
U005352,26,0.335,Riyadh,0,2,0.1,7.4,1,0,0,1
U005353,65,0.525,Makkah,1,7,0.9,26.7,1,1,1,1
U005354,40,0.654,Asir,5,4,0.2,32.2,1,0,0,1
U005355,24,0.863,Riyadh,0,3,0.0,32.5,1,1,1,0
U005356,49,0.786,Asir,5,7,2.3,17.0,1,1,3,1
U005357,39,0.373,Riyadh,0,3,3.4,42.4,1,1,2,1
U005358,61,0.118,Jazan,9,2,2.2,7.0,1,0,0,0
U005359,42,0.76,Madinah,2,5,0.0,18.8,1,1,2,1
U005360,68,0.338,Najran,10,2,5.5,48.2,1,1,0,0
U005361,38,0.45,Jazan,9,2,1.4,11.6,1,0,0,1
U005362,37,0.408,Northern Borders,8,3,1.5,7.3,1,1,1,1
U005363,26,0.708,Al Jawf,12,3,2.0,23.1,1,0,1,1
U005364,46,0.369,Makkah,1,5,1.7,21.9,1,1,1,0
U005365,31,0.711,Riyadh,0,6,0.1,39.7,1,1,1,1
U005366,55,0.68,Makkah,1,7,1.7,18.2,1,1,1,1
U005367,53,0.728,Asir,5,4,2.3,36.6,1,1,1,1
U005368,19,0.888,Riyadh,0,3,1.3,14.3,1,1,3,1
U005369,68,0.169,Makkah,1,5,2.4,7.8,0,0,0,0
U005370,61,0.648,Makkah,1,5,0.0,15.9,1,0,0,0
U005371,47,0.824,Riyadh,0,1,0.0,54.8,1,1,0,1
U005372,30,0.876,Makkah,1,5,1.1,28.9,1,1,2,1
U005373,20,0.519,Madinah,2,4,1.4,27.7,1,1,3,0
U005374,50,0.08,Eastern,4,0,2.8,6.0,1,0,0,1
U005375,56,0.497,Al Bahah,11,2,1.8,2.5,0,0,0,1
U005376,66,0.387,Jazan,9,3,3.1,14.4,1,0,0,0
U005377,25,0.978,Eastern,4,6,1.8,16.9,1,1,1,1
U005378,69,0.966,Qassim,3,5,1.1,23.0,1,1,1,1
U005379,60,0.437,Qassim,3,5,2.5,23.0,1,1,0,0
U005380,22,0.432,Riyadh,0,3,2.2,26.7,0,0,1,0
U005381,29,0.644,Makkah,1,3,2.5,24.6,1,0,1,0
U005382,19,0.533,Riyadh,0,0,3.2,13.9,1,0,0,0
U005383,53,0.417,Eastern,4,3,3.4,12.3,1,0,2,0
U005384,45,0.282,Tabuk,6,1,3.2,46.7,1,1,1,0
U005385,42,0.366,Riyadh,0,4,4.2,8.5,1,1,1,1
U005386,44,0.318,Asir,5,0,1.1,7.5,1,0,0,0
U005387,20,0.698,Najran,10,2,1.5,14.7,1,0,1,0
U005388,37,0.052,Eastern,4,4,3.4,33.2,0,1,3,0
U005389,65,0.083,Riyadh,0,3,2.3,20.1,1,0,0,1
U005390,63,0.746,Madinah,2,5,2.7,34.1,1,1,4,1
U005391,56,0.507,Riyadh,0,3,3.4,18.7,0,0,0,1
U005392,69,0.824,Makkah,1,2,2.2,69.6,1,1,2,1
U005393,22,0.387,Jazan,9,2,3.0,11.1,1,0,0,1
U005394,26,0.888,Najran,10,5,1.1,25.6,0,0,1,1
U005395,53,0.528,Makkah,1,6,3.5,56.7,1,0,1,1
U005396,55,0.438,Eastern,4,3,2.2,7.2,1,1,0,0
U005397,34,0.886,Madinah,2,5,1.2,70.4,1,0,0,1
U005398,36,0.577,Makkah,1,2,2.1,26.2,1,1,3,0
U005399,48,0.374,Riyadh,0,5,3.7,33.6,1,1,1,0
U005400,19,0.346,Asir,5,3,2.2,0.7,1,1,1,0
U005401,59,0.343,Riyadh,0,7,3.4,39.3,1,1,0,0
U005402,34,0.471,Eastern,4,6,1.7,28.5,1,1,1,1
U005403,36,0.672,Eastern,4,3,3.3,4.5,1,1,1,1
U005404,20,0.713,Makkah,1,3,1.1,15.6,1,1,1,1
U005405,45,0.254,Madinah,2,0,4.7,21.8,1,0,1,0
U005406,35,0.171,Qassim,3,0,2.8,2.8,0,0,0,1
U005407,24,0.471,Makkah,1,5,0.0,4.6,1,1,1,0
U005408,57,0.448,Riyadh,0,2,2.6,56.2,1,0,1,0
U005409,46,0.726,Riyadh,0,3,1.4,5.2,0,1,0,1
U005410,43,0.141,Asir,5,1,1.9,14.7,1,0,1,0
U005411,18,0.744,Eastern,4,7,0.9,20.6,1,1,0,0
U005412,27,0.619,Qassim,3,1,2.9,11.8,1,1,1,1
U005413,50,0.395,Makkah,1,5,3.6,5.9,1,1,1,1
U005414,44,0.287,Makkah,1,1,2.2,10.7,0,0,0,1
U005415,66,0.845,Makkah,1,2,0.0,15.4,1,1,0,0
U005416,69,0.353,Eastern,4,6,2.4,12.4,1,1,1,1
U005417,19,0.251,Makkah,1,1,1.7,1.8,1,0,0,0
U005418,46,0.563,Eastern,4,4,3.3,56.6,1,0,0,0
U005419,30,0.433,Eastern,4,2,2.0,33.8,1,1,4,1
U005420,59,0.936,Makkah,1,2,2.8,25.0,1,1,1,0
U005421,66,0.177,Al Bahah,11,1,2.5,34.7,0,0,0,1
U005422,25,0.758,Makkah,1,2,2.8,34.8,1,0,0,1
U005423,22,0.39,Eastern,4,4,2.3,54.1,1,1,1,1
U005424,45,0.541,Makkah,1,0,3.1,60.4,1,1,2,1
U005425,49,0.069,Makkah,1,2,0.7,12.8,1,0,1,1
U005426,31,0.732,Riyadh,0,5,1.0,23.1,1,1,3,1
U005427,48,0.264,Riyadh,0,2,1.2,35.4,1,0,2,0
U005428,39,0.412,Riyadh,0,2,4.7,49.0,1,0,0,1
U005429,66,0.384,Hail,7,5,2.1,25.8,1,0,0,0
U005430,27,0.448,Jazan,9,5,2.7,9.9,1,1,0,1
U005431,60,0.689,Jazan,9,3,1.8,33.8,1,0,0,0
U005432,66,0.663,Riyadh,0,6,2.4,13.6,1,1,0,0
U005433,59,0.232,Eastern,4,3,1.6,53.4,1,1,2,0
U005434,46,0.656,Makkah,1,2,2.8,8.9,1,0,0,0
U005435,37,0.756,Riyadh,0,3,0.2,32.9,1,0,1,1
U005436,38,0.257,Riyadh,0,4,2.0,44.0,1,0,0,1
U005437,54,0.353,Qassim,3,2,3.5,6.0,1,0,0,1
U005438,56,0.609,Qassim,3,2,2.9,13.8,1,0,1,1
U005439,18,0.372,Asir,5,2,1.9,23.2,1,1,1,1
U005440,28,0.716,Makkah,1,3,0.9,11.8,1,1,1,1
U005441,49,0.299,Makkah,1,3,3.4,5.0,1,0,1,1
U005442,44,0.468,Eastern,4,4,2.9,19.5,1,0,0,1
U005443,58,0.718,Eastern,4,3,0.9,18.5,1,1,3,1
U005444,62,0.85,Eastern,4,5,1.8,8.4,1,1,2,1
U005445,33,0.307,Makkah,1,2,3.1,27.0,1,0,0,0
U005446,62,0.766,Madinah,2,4,0.9,36.3,1,0,1,1
U005447,30,0.718,Madinah,2,3,1.0,10.4,0,0,0,0
U005448,22,0.236,Asir,5,3,4.1,12.7,1,0,0,0
U005449,51,0.646,Eastern,4,1,1.5,16.1,1,1,2,0
U005450,52,0.547,Asir,5,2,3.9,5.4,1,0,1,1
U005451,20,0.208,Riyadh,0,2,2.4,16.1,1,1,2,1
U005452,41,0.472,Riyadh,0,5,4.3,18.8,1,1,0,1
U005453,38,0.479,Makkah,1,2,2.2,16.5,1,0,0,1
U005454,47,0.335,Riyadh,0,3,2.0,8.9,1,0,0,0
U005455,59,0.304,Riyadh,0,0,3.8,30.6,0,0,1,1
U005456,51,0.292,Hail,7,1,0.3,25.4,1,1,1,0
U005457,46,0.226,Eastern,4,0,2.7,37.1,1,0,0,1
U005458,60,0.4,Eastern,4,1,1.0,35.2,1,0,0,0
U005459,67,0.66,Northern Borders,8,2,1.5,4.3,1,1,0,0
U005460,22,0.371,Jazan,9,2,3.5,48.6,1,1,4,1
U005461,48,0.552,Asir,5,1,1.9,46.3,1,0,0,1
U005462,19,0.196,Qassim,3,2,2.2,19.4,1,0,1,0
U005463,48,0.753,Qassim,3,5,1.2,20.4,1,0,0,0
U005464,68,0.158,Hail,7,1,3.6,1.8,0,0,1,0
U005465,53,0.779,Najran,10,2,1.1,14.7,1,0,1,0
U005466,60,0.809,Makkah,1,2,0.7,14.7,1,0,0,1
U005467,52,0.267,Makkah,1,2,3.0,23.7,1,1,0,1
U005468,44,0.386,Asir,5,1,3.0,24.1,0,1,0,0
U005469,49,0.801,Makkah,1,4,2.2,13.2,1,1,1,1
U005470,24,0.649,Al Bahah,11,4,1.4,13.0,1,0,1,1
U005471,51,0.462,Riyadh,0,0,2.3,11.4,1,0,0,0
U005472,53,0.473,Riyadh,0,4,1.7,76.4,1,1,3,1
U005473,51,0.502,Makkah,1,2,2.7,4.3,1,0,1,0
U005474,38,0.359,Makkah,1,5,3.7,18.2,1,0,1,1
U005475,69,0.686,Qassim,3,6,1.4,12.2,0,1,0,0
U005476,55,0.671,Eastern,4,3,0.7,11.6,1,0,0,0
U005477,26,0.154,Asir,5,2,1.3,10.1,1,1,0,1
U005478,49,0.674,Makkah,1,3,0.0,42.8,1,0,0,1
U005479,53,0.569,Riyadh,0,2,3.0,10.2,0,1,2,1
U005480,66,0.815,Jazan,9,5,2.7,13.6,1,1,1,1
U005481,24,0.136,Eastern,4,2,3.3,12.7,1,0,0,0
U005482,19,0.179,Najran,10,2,2.4,6.6,0,0,1,0
U005483,21,0.524,Riyadh,0,6,3.6,3.5,1,0,2,1
U005484,22,0.658,Makkah,1,3,1.5,26.5,1,1,1,0
U005485,25,0.184,Riyadh,0,4,2.0,31.6,0,0,1,1
U005486,46,0.694,Asir,5,4,0.6,57.2,1,0,0,1
U005487,43,0.213,Makkah,1,2,2.3,24.4,0,0,0,1
U005488,48,0.356,Asir,5,2,0.9,45.4,1,1,3,0
U005489,69,0.561,Eastern,4,6,0.0,13.5,0,1,0,1
U005490,58,0.621,Riyadh,0,2,1.5,4.0,1,1,2,1
U005491,38,0.637,Makkah,1,3,0.4,24.0,1,0,0,1
U005492,39,0.228,Najran,10,2,3.1,9.9,1,1,2,0
U005493,42,0.432,Hail,7,3,1.8,32.3,1,0,0,1
U005494,36,0.471,Eastern,4,3,2.0,52.0,1,1,2,0
U005495,40,0.551,Riyadh,0,2,2.4,50.0,1,0,2,0
U005496,46,0.566,Madinah,2,3,2.4,27.5,1,1,0,1
U005497,50,0.456,Riyadh,0,6,2.1,83.4,1,1,1,1
U005498,60,0.415,Makkah,1,0,2.1,41.6,1,0,0,0
U005499,61,0.706,Riyadh,0,4,0.0,35.2,1,1,2,0
U005500,39,0.383,Asir,5,2,3.4,1.7,1,0,1,1
U005501,52,0.754,Jazan,9,2,2.2,46.0,1,1,0,1
U005502,55,0.532,Riyadh,0,2,1.6,9.0,1,1,1,1
U005503,47,0.151,Eastern,4,3,3.6,18.8,1,0,0,0
U005504,28,0.569,Qassim,3,6,2.5,12.4,1,1,0,0
U005505,55,0.453,Riyadh,0,1,2.9,53.1,1,0,0,1
U005506,37,0.383,Tabuk,6,4,3.0,24.6,1,0,0,0
U005507,63,0.14,Eastern,4,3,5.7,21.7,1,0,1,1
U005508,68,0.839,Jazan,9,8,0.4,9.6,1,0,0,0
U005509,59,0.023,Makkah,1,2,2.9,12.7,0,0,2,0
U005510,59,0.655,Riyadh,0,1,1.7,6.7,0,0,0,0
U005511,26,0.416,Eastern,4,4,1.8,16.4,1,0,0,0
U005512,61,0.738,Najran,10,4,1.9,10.4,1,1,1,1
U005513,35,0.767,Madinah,2,3,1.3,66.7,0,1,1,1
U005514,54,0.653,Eastern,4,6,1.4,61.2,1,0,1,1
U005515,47,0.407,Riyadh,0,3,4.1,17.9,0,0,0,0
U005516,48,0.715,Eastern,4,2,0.3,9.4,1,1,2,1
U005517,31,0.561,Eastern,4,3,1.5,10.0,1,1,2,1
U005518,56,0.663,Jazan,9,3,1.7,47.9,1,0,1,0
U005519,31,0.605,Eastern,4,2,1.4,28.7,1,0,0,0
U005520,56,0.455,Riyadh,0,3,3.1,4.2,0,1,2,0
U005521,21,0.551,Northern Borders,8,4,4.2,33.5,1,1,0,0
U005522,20,0.527,Eastern,4,6,2.3,28.0,1,1,1,0
U005523,27,0.314,Eastern,4,5,1.9,5.3,1,0,1,1
U005524,62,0.847,Madinah,2,3,0.0,27.7,0,1,1,1
U005525,50,0.5,Makkah,1,3,2.9,9.3,1,0,1,0
U005526,46,0.743,Makkah,1,2,2.8,33.4,1,1,1,0
U005527,38,0.624,Riyadh,0,5,3.3,49.9,1,0,0,0
U005528,58,0.29,Riyadh,0,2,2.6,48.9,1,1,0,0
U005529,62,0.573,Riyadh,0,2,0.0,4.9,1,0,0,0
U005530,41,0.658,Al Bahah,11,5,1.2,65.9,1,1,2,1
U005531,32,0.288,Riyadh,0,1,3.0,18.0,1,0,0,1
U005532,24,0.636,Makkah,1,2,0.0,20.2,1,0,0,0
U005533,37,0.499,Eastern,4,1,1.1,32.5,0,0,1,1
U005534,24,0.492,Qassim,3,1,0.1,33.7,1,1,3,0
U005535,51,0.564,Riyadh,0,3,1.4,26.5,1,0,1,1
U005536,61,0.256,Riyadh,0,2,3.1,34.5,1,0,1,0
U005537,44,0.517,Eastern,4,3,4.3,32.7,1,0,0,0
U005538,18,0.328,Riyadh,0,1,1.4,15.1,1,0,2,0
U005539,24,0.761,Qassim,3,3,3.0,28.4,1,1,0,0
U005540,27,0.726,Eastern,4,4,0.6,36.8,1,1,0,1
U005541,29,0.741,Makkah,1,5,2.5,6.2,1,1,1,1
U005542,69,0.28,Eastern,4,4,1.4,7.2,0,1,0,0
U005543,27,0.227,Makkah,1,0,2.8,27.7,1,0,1,0
U005544,51,0.315,Makkah,1,1,0.4,8.1,0,0,1,1
U005545,35,0.111,Riyadh,0,3,2.5,7.0,1,1,1,0
U005546,43,0.073,Riyadh,0,2,3.7,6.8,1,0,1,0
U005547,36,0.263,Eastern,4,2,0.8,37.1,1,0,0,0
U005548,48,0.396,Jazan,9,2,0.0,26.4,0,0,0,1
U005549,47,0.121,Northern Borders,8,3,1.5,5.8,0,1,2,0
U005550,51,0.463,Makkah,1,4,3.6,11.4,1,1,1,0
U005551,37,0.39,Makkah,1,1,0.5,69.8,1,0,1,1
U005552,18,0.165,Riyadh,0,2,2.2,23.0,1,0,1,1
U005553,30,0.954,Qassim,3,3,3.8,47.1,1,1,3,1
U005554,68,0.828,Northern Borders,8,1,2.4,15.7,0,1,1,1
U005555,29,0.233,Eastern,4,3,0.4,9.9,0,0,1,0
U005556,44,0.791,Makkah,1,3,4.3,27.8,0,1,0,1
U005557,43,0.708,Najran,10,5,1.4,15.5,1,0,0,1
U005558,63,0.66,Makkah,1,2,2.2,30.1,1,1,2,0
U005559,37,0.458,Najran,10,3,2.7,31.3,0,1,1,1
U005560,30,0.669,Eastern,4,3,2.0,28.8,1,0,0,0
U005561,56,0.9,Tabuk,6,3,0.7,4.5,1,1,1,0
U005562,24,0.705,Al Jawf,12,4,0.8,23.9,1,0,0,1
U005563,20,0.341,Makkah,1,2,1.9,12.2,1,1,0,1
U005564,49,0.5,Riyadh,0,2,1.7,9.0,1,0,1,0
U005565,22,0.338,Makkah,1,1,1.8,6.5,1,0,1,0
U005566,53,0.788,Tabuk,6,3,0.0,25.3,1,0,2,1
U005567,67,0.369,Riyadh,0,1,1.8,7.1,1,0,0,1
U005568,31,0.419,Makkah,1,3,4.7,29.4,0,1,0,0
U005569,35,0.818,Qassim,3,5,0.0,9.6,1,1,2,0
U005570,24,0.132,Riyadh,0,3,3.7,6.9,0,0,1,0
U005571,58,0.784,Najran,10,1,0.6,6.6,1,1,0,1
U005572,52,0.382,Makkah,1,1,1.8,2.0,1,0,0,0
U005573,29,0.647,Makkah,1,6,0.2,42.6,1,1,0,1
U005574,18,0.257,Asir,5,3,1.0,23.4,1,1,1,1
U005575,62,0.149,Al Jawf,12,0,2.7,51.8,1,0,2,0
U005576,68,0.428,Jazan,9,4,2.7,14.4,0,1,1,0
U005577,44,0.574,Madinah,2,2,3.3,35.4,1,0,1,0
U005578,49,0.462,Riyadh,0,3,1.6,36.7,0,1,1,1
U005579,22,0.918,Riyadh,0,3,0.0,5.9,1,0,1,1
U005580,40,0.829,Eastern,4,7,1.1,10.6,1,1,1,1
U005581,53,0.208,Makkah,1,2,2.2,47.8,1,0,2,0
U005582,33,0.335,Najran,10,2,2.8,19.3,1,1,2,0
U005583,23,0.221,Eastern,4,4,2.1,18.1,0,0,1,1
U005584,51,0.803,Hail,7,4,2.4,11.2,1,0,0,0
U005585,31,0.514,Riyadh,0,4,3.5,13.8,0,0,0,1
